90
0	1857	1263
1	1042	2
2	1421	1799
3	1384	1151
4	1357	1402
5	1092	133
6	1022	737
7	884	605
8	156	1475
9	1422	973
10	1331	1471
11	61	1027
12	616	621
13	24	1289
14	599	1313
15	1671	1504
16	1153	1242
17	1278	429
18	30	336
19	1036	1779
20	1721	1557
21	787	1002
22	866	1421
23	1463	405
24	1977	214
25	145	97
26	179	87
27	1185	1180
28	316	1506
29	950	1668
30	1816	824
31	1395	759
32	466	163
33	1879	1205
34	1450	1235
35	1451	811
36	849	1258
37	1152	355
38	1169	1700
39	1804	614
40	391	1214
41	1209	1585
42	1561	854
43	1745	468
44	984	425
45	905	1562
46	1727	1614
47	1512	802
48	1301	512
49	1056	346
50	187	1022
51	857	378
52	1138	1703
53	1660	56
54	99	1673
55	613	1443
56	8	348
57	1594	1123
58	760	955
59	365	247
60	156	1096
61	134	775
62	1818	895
63	1763	1779
64	705	714
65	87	884
66	1149	1840
67	1567	123
68	123	1075
69	890	801
70	1839	1752
71	989	316
72	710	1318
73	466	1322
74	221	1359
75	404	77
76	1297	1683
77	1175	408
78	1413	1927
79	993	301
80	852	35
81	1678	1806
82	1290	914
83	1403	1707
84	189	586
85	1021	178
86	356	1255
87	1974	1503
88	1481	810
89	1784	907
0.09383616234509286
