90
0	221	1004
1	1935	1856
2	606	132
3	636	1345
4	1067	108
5	1682	1065
6	1100	73
7	1922	68
8	1968	1556
9	1434	1510
10	1146	173
11	1364	72
12	1208	1146
13	555	541
14	276	1002
15	222	1362
16	139	10
17	543	1982
18	736	196
19	48	853
20	1793	91
21	421	62
22	126	1766
23	1495	743
24	347	165
25	41	649
26	1547	1263
27	1265	1574
28	883	149
29	1876	1668
30	962	796
31	7	108
32	1390	1957
33	363	1091
34	1948	421
35	502	642
36	1448	1672
37	376	1366
38	550	901
39	1934	910
40	544	272
41	888	1693
42	1425	1349
43	594	193
44	1471	692
45	404	8
46	970	1761
47	1806	1775
48	736	1458
49	1226	1065
50	1633	946
51	426	376
52	444	1661
53	132	1502
54	104	865
55	1711	1694
56	594	533
57	1519	1275
58	574	873
59	888	1696
60	1231	1372
61	1606	1330
62	763	1897
63	252	1778
64	395	84
65	745	1913
66	914	1028
67	1089	440
68	329	1089
69	1426	390
70	441	1561
71	271	596
72	874	1865
73	33	1965
74	1432	1976
75	1828	164
76	1503	1864
77	939	1168
78	704	1862
79	319	66
80	1938	88
81	1986	517
82	598	1321
83	1328	256
84	1803	51
85	944	1214
86	1215	819
87	895	936
88	245	1413
89	1007	1272
0.11511511555109182
