90
0	1285	426
1	161	144
2	807	1729
3	1198	91
4	1093	554
5	781	121
6	659	817
7	1656	897
8	621	428
9	1847	520
10	783	474
11	893	923
12	1896	1723
13	120	743
14	1274	1828
15	40	1967
16	889	1209
17	444	78
18	594	332
19	1768	888
20	150	1842
21	1934	1839
22	392	1876
23	1011	1109
24	47	1716
25	755	586
26	455	1967
27	1394	462
28	1791	402
29	1834	52
30	1228	1728
31	1920	1238
32	1946	676
33	296	1926
34	1872	980
35	997	846
36	628	146
37	1966	99
38	267	1164
39	1365	1946
40	71	1782
41	752	1533
42	1949	1358
43	9	1453
44	774	861
45	1217	1369
46	1387	1153
47	1610	279
48	913	332
49	1186	406
50	1575	631
51	621	217
52	1212	1108
53	1679	1598
54	366	228
55	1524	828
56	1979	301
57	11	685
58	498	1713
59	1350	1725
60	1490	895
61	372	604
62	766	58
63	1024	144
64	1426	872
65	710	1804
66	271	451
67	610	162
68	1554	303
69	1226	1101
70	205	1210
71	25	473
72	340	1402
73	324	211
74	99	1857
75	1291	82
76	710	1055
77	314	1580
78	9	109
79	897	1811
80	632	1838
81	1695	1660
82	550	43
83	1345	1999
84	723	22
85	1352	256
86	1250	195
87	1435	1276
88	1584	1578
89	462	1071
0.07740824418089508
