80
0	692	565
1	1154	300
2	1111	1249
3	1319	610
4	1755	1299
5	1912	283
6	1989	1837
7	1424	1658
8	386	202
9	682	859
10	569	1183
11	267	946
12	461	1985
13	578	277
14	1552	1130
15	1401	1594
16	1452	871
17	1080	495
18	1252	165
19	1139	227
20	1048	756
21	581	1006
22	352	512
23	980	436
24	1030	1792
25	953	1042
26	960	334
27	648	1379
28	613	1903
29	1454	785
30	416	1808
31	1325	388
32	1953	232
33	1802	719
34	783	330
35	1134	971
36	997	35
37	713	759
38	1490	597
39	1457	103
40	1388	1030
41	760	1282
42	1047	1843
43	1143	1163
44	1617	1699
45	836	708
46	301	971
47	196	1425
48	107	568
49	70	742
50	156	846
51	997	1476
52	1434	1950
53	1501	931
54	1219	1501
55	1627	437
56	1389	186
57	330	656
58	1309	527
59	389	1384
60	1044	862
61	84	1196
62	1283	1387
63	1059	1839
64	563	40
65	491	993
66	104	922
67	976	721
68	1908	986
69	1409	1761
70	627	1811
71	506	1642
72	174	412
73	1613	1560
74	20	232
75	981	916
76	1716	753
77	1763	1470
78	1279	1485
79	662	1186
0.10806633798560426
