80
0	1872	388
1	1318	601
2	145	185
3	1896	1711
4	1597	1691
5	1601	1965
6	212	1626
7	87	1882
8	588	1163
9	1830	927
10	1168	73
11	1812	799
12	686	1211
13	1703	276
14	1418	887
15	157	236
16	1001	1583
17	1530	121
18	317	393
19	625	906
20	293	1626
21	911	358
22	1304	1047
23	63	302
24	1334	422
25	1661	486
26	1044	181
27	1402	1644
28	1451	1335
29	276	1405
30	1054	1086
31	1823	801
32	1954	1949
33	1802	309
34	722	1698
35	391	582
36	1628	930
37	1380	344
38	1197	634
39	1730	274
40	1996	1807
41	328	1122
42	79	838
43	830	804
44	547	175
45	52	754
46	1353	1602
47	530	426
48	618	1347
49	1624	529
50	1524	216
51	1763	289
52	1134	1936
53	1339	1853
54	1379	997
55	1125	1794
56	1891	1402
57	1068	1612
58	1348	1968
59	855	109
60	594	50
61	739	562
62	882	1936
63	765	727
64	320	503
65	758	1898
66	811	1231
67	228	451
68	630	144
69	686	1632
70	125	1859
71	762	692
72	0	548
73	1009	901
74	1111	1333
75	298	1455
76	1786	399
77	1297	851
78	1313	934
79	702	901
0.10623308849315466
