80
0	1789	1457
1	1383	1007
2	786	845
3	805	37
4	879	826
5	161	1907
6	1342	1386
7	399	1474
8	1431	400
9	388	401
10	634	1050
11	646	669
12	1160	390
13	1876	637
14	1568	1702
15	756	830
16	1650	1180
17	1143	362
18	1429	1446
19	1123	1603
20	1431	393
21	1222	504
22	1299	1953
23	453	872
24	1224	1535
25	882	785
26	1686	1047
27	1916	345
28	1566	730
29	600	5
30	807	1329
31	1895	1813
32	1491	536
33	1103	116
34	470	79
35	1399	1454
36	1472	374
37	792	1733
38	1005	203
39	703	78
40	321	1560
41	874	1208
42	1178	479
43	301	1687
44	240	1451
45	1524	1894
46	1549	1857
47	1734	1237
48	713	1721
49	894	748
50	202	1082
51	355	979
52	443	261
53	1283	1886
54	313	1387
55	623	1270
56	1028	729
57	1312	1245
58	1476	512
59	968	230
60	558	240
61	1386	957
62	1259	820
63	1826	1137
64	1855	212
65	306	599
66	1910	756
67	892	924
68	522	1878
69	1315	927
70	1681	1411
71	172	1686
72	513	468
73	420	237
74	699	447
75	1907	1557
76	1424	569
77	305	1987
78	1835	145
79	925	1861
0.06896517539346828
