50
0	1807	138
1	182	105
2	652	17
3	1819	66
4	1234	142
5	1308	159
6	882	182
7	341	16
8	325	190
9	194	184
10	1713	161
11	824	107
12	1665	169
13	1556	148
14	1172	107
15	1464	177
16	1208	153
17	1648	29
18	412	115
19	306	71
20	537	130
21	787	193
22	318	142
23	1532	123
24	979	34
25	1349	135
26	1228	44
27	852	112
28	455	134
29	1132	193
30	1144	164
31	995	123
32	1283	99
33	418	160
34	1855	167
35	1218	79
36	951	31
37	1715	136
38	767	145
39	1749	162
40	546	40
41	136	103
42	895	156
43	1285	188
44	1816	110
45	257	84
46	900	151
47	1220	172
48	719	127
49	1514	190
