60
0	8	110
1	43	200
2	501	67
3	1461	108
4	503	65
5	592	75
6	1577	24
7	1755	64
8	789	126
9	1978	71
10	1216	61
11	95	33
12	59	16
13	1005	55
14	774	114
15	1988	37
16	1865	154
17	138	82
18	1333	54
19	314	138
20	1374	81
21	494	91
22	1200	83
23	1051	60
24	3	43
25	329	9
26	291	38
27	1626	145
28	608	3
29	1718	47
30	293	40
31	1039	7
32	121	101
33	627	97
34	1901	68
35	1568	24
36	655	49
37	606	26
38	87	150
39	1668	36
40	952	139
41	1702	59
42	1535	1
43	1711	154
44	1454	10
45	109	121
46	432	51
47	884	85
48	80	17
49	1440	104
50	1768	4
51	1404	101
52	1640	34
53	1425	59
54	1503	144
55	1291	66
56	373	164
57	301	89
58	1798	195
59	1106	8
