50
0	543	194
1	1973	618
2	144	166
3	1123	94
4	1767	467
5	1730	937
6	1572	538
7	254	1192
8	273	48
9	451	1656
10	603	794
11	1172	648
12	1756	1468
13	1927	987
14	820	394
15	1849	683
16	83	418
17	100	735
18	1568	1280
19	737	312
20	102	10
21	573	1607
22	1847	1121
23	689	1699
24	295	1764
25	893	872
26	461	341
27	1634	1983
28	224	561
29	1699	1771
30	1614	441
31	324	225
32	195	1321
33	1280	544
34	1642	1609
35	1979	1616
36	1116	1681
37	631	1456
38	1097	136
39	1147	1552
40	971	1405
41	570	724
42	849	649
43	1595	743
44	856	1805
45	987	704
46	1427	658
47	1560	957
48	44	922
49	801	234
0.033008460501630914
