50
0	1949	786
1	1246	812
2	1374	115
3	1252	719
4	1625	429
5	107	835
6	1691	241
7	1491	1292
8	668	1763
9	1378	1262
10	1602	1646
11	88	9
12	358	1211
13	1606	499
14	1881	960
15	564	705
16	945	102
17	1587	484
18	816	1855
19	552	1680
20	1140	1381
21	689	1995
22	1773	1314
23	468	1072
24	315	86
25	701	240
26	1640	501
27	1427	1395
28	1858	346
29	774	1627
30	830	1213
31	229	372
32	619	171
33	1529	1076
34	43	1438
35	1727	1708
36	1919	1780
37	897	1771
38	1487	19
39	1410	1914
40	29	1726
41	763	1727
42	746	939
43	1503	1837
44	599	1590
45	1991	60
46	1996	220
47	426	14
48	1963	475
49	1885	339
0.08122472276581738
