50
0	1762	968
1	1912	1490
2	770	1086
3	675	898
4	911	545
5	616	234
6	1887	1633
7	84	510
8	1075	397
9	1537	1774
10	1019	330
11	1549	281
12	205	1532
13	1065	1203
14	992	1736
15	177	1160
16	444	1165
17	1974	168
18	1141	699
19	990	952
20	18	532
21	1195	996
22	1756	168
23	543	1205
24	1343	385
25	1667	569
26	19	1625
27	1472	865
28	36	1169
29	106	1094
30	392	1386
31	60	70
32	35	1398
33	1005	1405
34	888	548
35	1374	1978
36	510	232
37	1677	906
38	1178	829
39	1052	1006
40	777	766
41	1680	823
42	978	1051
43	1313	359
44	1896	1028
45	425	1864
46	1663	1540
47	1246	240
48	158	218
49	1299	1945
0.020895577350788962
