70
0	1097	104
1	1782	183
2	1734	180
3	730	185
4	1198	182
5	1771	95
6	320	166
7	350	162
8	938	60
9	176	144
10	1181	90
11	1642	17
12	1648	191
13	1372	34
14	1604	191
15	378	120
16	1692	185
17	565	73
18	1495	50
19	754	194
20	1975	108
21	306	99
22	489	186
23	99	177
24	1467	21
25	442	160
26	961	47
27	1461	153
28	104	182
29	91	68
30	1010	165
31	1179	73
32	1440	133
33	35	8
34	1648	143
35	384	47
36	1823	53
37	44	186
38	1854	163
39	433	165
40	1321	151
41	1569	41
42	791	18
43	1078	45
44	646	57
45	1868	16
46	1395	171
47	191	8
48	1220	156
49	981	134
50	1268	183
51	122	171
52	1474	105
53	1175	144
54	749	80
55	393	76
56	174	57
57	230	100
58	108	143
59	235	139
60	256	6
61	1069	80
62	1893	176
63	853	119
64	639	78
65	468	55
66	297	60
67	293	33
68	210	152
69	343	145
