70
0	1783	48
1	1594	184
2	1455	16
3	1042	33
4	1480	31
5	196	177
6	1739	26
7	1619	78
8	433	38
9	1393	95
10	819	95
11	1289	100
12	773	104
13	450	13
14	1437	65
15	209	150
16	202	156
17	1837	9
18	799	160
19	1147	75
20	100	139
21	1122	132
22	541	120
23	1644	100
24	1966	106
25	947	6
26	1517	9
27	814	161
28	1854	189
29	642	191
30	324	1
31	358	183
32	999	185
33	750	131
34	900	67
35	1807	52
36	262	100
37	1879	132
38	427	175
39	952	112
40	1502	53
41	1963	129
42	291	189
43	503	96
44	660	80
45	193	124
46	412	23
47	1470	47
48	173	146
49	1241	152
50	1195	140
51	1687	108
52	1249	78
53	1145	36
54	1678	155
55	1798	111
56	1862	40
57	116	25
58	320	67
59	1313	2
60	279	86
61	1514	149
62	1585	42
63	1123	117
64	393	88
65	1859	82
66	496	93
67	1125	13
68	1393	80
69	448	22
