70
0	1506	188
1	1071	11
2	12	84
3	1090	127
4	1023	32
5	672	140
6	1286	67
7	596	113
8	446	124
9	1442	112
10	1073	122
11	1698	14
12	1188	17
13	440	151
14	1961	149
15	1237	177
16	1862	85
17	377	91
18	913	105
19	1576	53
20	1696	108
21	1587	4
22	1465	194
23	1253	57
24	1527	127
25	1823	46
26	483	100
27	1445	96
28	653	136
29	1126	130
30	458	148
31	1970	3
32	1394	101
33	985	37
34	1901	27
35	1479	28
36	1829	18
37	1595	150
38	197	168
39	1719	133
40	245	146
41	257	48
42	860	80
43	58	2
44	34	188
45	553	82
46	496	64
47	453	91
48	342	120
49	124	181
50	1286	191
51	1536	59
52	448	171
53	855	12
54	1968	167
55	267	134
56	754	1
57	795	193
58	1181	88
59	618	144
60	769	96
61	1179	42
62	1200	83
63	506	126
64	665	68
65	739	82
66	1708	142
67	1496	81
68	1097	191
69	1844	6
