80
0	334	91
1	149	135
2	1849	109
3	1734	73
4	1511	156
5	517	123
6	1385	85
7	1772	136
8	858	190
9	299	40
10	613	149
11	1530	130
12	1209	66
13	271	193
14	606	144
15	863	132
16	211	171
17	1383	54
18	1226	129
19	417	166
20	1643	26
21	1169	171
22	1188	91
23	1923	43
24	1274	181
25	1364	19
26	1527	16
27	1652	31
28	1223	103
29	1792	54
30	632	176
31	864	137
32	466	187
33	1936	133
34	519	33
35	1601	130
36	499	13
37	1416	117
38	1098	188
39	859	178
40	495	173
41	854	131
42	683	122
43	1013	182
44	1089	40
45	514	116
46	274	45
47	515	162
48	278	158
49	1168	26
50	1649	171
51	1652	91
52	1400	84
53	1499	45
54	981	156
55	882	83
56	657	116
57	866	110
58	28	88
59	574	79
60	589	127
61	966	73
62	719	35
63	87	194
64	882	43
65	1702	71
66	1961	63
67	1181	140
68	394	109
69	628	81
70	1321	136
71	653	102
72	1241	90
73	1711	148
74	1250	10
75	839	67
76	565	173
77	803	142
78	1770	146
79	1791	184
