80
0	872	113
1	140	160
2	235	29
3	84	105
4	1761	192
5	1321	152
6	260	101
7	1658	50
8	66	75
9	1040	142
10	113	11
11	1288	52
12	1120	199
13	930	108
14	1685	140
15	71	12
16	1926	41
17	570	176
18	154	190
19	185	137
20	328	178
21	1731	2
22	1907	196
23	1036	43
24	1914	30
25	351	173
26	1648	157
27	588	188
28	1520	18
29	1266	4
30	61	165
31	188	90
32	42	7
33	1350	79
34	1722	133
35	178	37
36	1044	140
37	1663	10
38	138	31
39	396	84
40	123	159
41	1581	151
42	1269	138
43	729	200
44	1901	70
45	14	155
46	1176	154
47	1250	97
48	1062	28
49	1901	18
50	1309	159
51	907	7
52	1821	113
53	1534	197
54	1430	78
55	269	31
56	175	135
57	418	41
58	1262	95
59	39	141
60	483	13
61	436	17
62	1214	55
63	1494	92
64	1901	183
65	1440	160
66	29	24
67	1561	162
68	789	178
69	835	10
70	1179	26
71	178	165
72	615	40
73	1905	182
74	276	46
75	1747	105
76	856	190
77	1400	184
78	85	164
79	1955	123
