100
0	66	1741
1	1697	31
2	1160	1316
3	1820	1045
4	383	1124
5	29	1952
6	1862	820
7	407	1678
8	457	1711
9	531	1570
10	1732	1896
11	516	959
12	464	298
13	918	326
14	1367	1383
15	1753	1976
16	17	403
17	1734	1968
18	1836	1050
19	240	1889
20	440	1581
21	502	983
22	1650	1661
23	1010	146
24	37	438
25	1262	1327
26	1002	703
27	1623	1004
28	1052	378
29	1280	574
30	244	1019
31	1071	1718
32	1511	1563
33	1293	1123
34	26	101
35	544	293
36	1649	1114
37	63	593
38	1049	322
39	1124	1185
40	1108	48
41	600	37
42	1888	838
43	1979	1813
44	1605	1969
45	1850	1115
46	1807	435
47	1128	1294
48	275	1012
49	177	1848
50	41	1081
51	1347	1259
52	1361	1055
53	1461	1099
54	1461	420
55	284	1148
56	476	703
57	1126	400
58	1090	1995
59	363	858
60	105	1048
61	1926	269
62	399	431
63	527	132
64	1560	1725
65	1802	642
66	846	1355
67	413	574
68	1081	1256
69	636	1560
70	579	302
71	15	661
72	264	203
73	1216	734
74	775	1362
75	415	648
76	1537	134
77	244	1134
78	538	835
79	1635	744
80	1849	1900
81	1692	223
82	1818	1645
83	207	441
84	298	1250
85	1334	971
86	283	773
87	1507	1374
88	1866	274
89	1784	1293
90	600	466
91	434	610
92	1978	1690
93	1837	1025
94	1063	480
95	508	1730
96	1060	1485
97	456	85
98	1020	1117
99	1943	1601
0.09295136596972631
