60
0	723	124
1	1008	866
2	1803	971
3	1565	295
4	970	1935
5	110	255
6	721	1770
7	1194	1884
8	687	1800
9	1621	57
10	978	169
11	1613	598
12	607	1946
13	570	706
14	725	1395
15	50	372
16	1387	1403
17	250	1080
18	1267	1962
19	382	1747
20	1875	446
21	68	486
22	1610	1397
23	192	534
24	296	549
25	1437	1486
26	1706	912
27	1205	828
28	46	1843
29	532	1691
30	347	1290
31	192	741
32	295	608
33	1234	1154
34	151	725
35	1903	1745
36	93	1786
37	69	504
38	584	1892
39	104	1000
40	1168	42
41	1481	1446
42	467	1992
43	1279	558
44	1125	1361
45	241	1763
46	1903	37
47	83	1822
48	1226	1706
49	328	1448
50	92	129
51	107	139
52	1457	1734
53	93	1108
54	1948	1989
55	13	919
56	73	1084
57	23	265
58	990	506
59	1645	1150
0.06360149017234466
