60
0	884	218
1	1402	1411
2	1411	1926
3	792	566
4	677	961
5	1440	824
6	22	1971
7	1368	1245
8	351	125
9	1399	117
10	1749	713
11	1044	439
12	981	229
13	676	619
14	98	1148
15	550	1463
16	1176	152
17	1555	1871
18	1594	1136
19	1521	11
20	1205	1940
21	353	141
22	1256	1513
23	1305	1763
24	950	1915
25	295	1336
26	1214	1454
27	345	1368
28	398	1104
29	1910	1416
30	1377	335
31	184	210
32	1867	480
33	1288	1973
34	1625	1862
35	673	819
36	1644	1035
37	1017	1075
38	1459	709
39	1464	324
40	1251	1182
41	1110	44
42	1549	444
43	1331	1819
44	1025	509
45	1749	1261
46	141	1980
47	1418	1038
48	1201	1374
49	172	676
50	1751	320
51	964	208
52	211	366
53	510	1107
54	107	1861
55	585	1477
56	374	129
57	1904	1004
58	1768	989
59	686	781
0.08440188019161775
