70
0	1001	608
1	130	1921
2	496	275
3	70	1912
4	1461	336
5	673	1215
6	222	1150
7	1503	82
8	933	1581
9	983	453
10	62	196
11	817	16
12	1584	1797
13	1587	690
14	1374	375
15	1609	1787
16	1583	1647
17	1948	1875
18	1680	377
19	1927	273
20	277	1849
21	1425	983
22	841	1043
23	781	887
24	987	1363
25	238	68
26	1147	1064
27	507	1229
28	120	1929
29	244	1360
30	247	1223
31	1042	37
32	1781	436
33	1849	1040
34	378	919
35	677	1325
36	1605	1173
37	1881	1836
38	1834	1243
39	380	89
40	1977	426
41	1739	1059
42	1124	1367
43	1224	460
44	1357	463
45	1636	1223
46	751	1494
47	1030	1694
48	887	392
49	1269	871
50	83	133
51	762	1874
52	1995	1916
53	1717	1751
54	1227	1951
55	1764	1716
56	1169	481
57	1905	969
58	388	974
59	1404	1350
60	620	829
61	1445	1252
62	1625	373
63	1189	1472
64	8	468
65	173	952
66	477	612
67	1937	739
68	941	1059
69	1212	1927
0.014453643094356055
