100
0	354	5
1	639	188
2	641	114
3	895	159
4	161	16
5	979	112
6	243	4
7	1433	163
8	864	123
9	952	105
10	1160	14
11	1587	191
12	1175	51
13	1887	169
14	1848	198
15	1348	72
16	584	30
17	631	17
18	1433	51
19	770	111
20	1126	61
21	250	105
22	710	167
23	988	155
24	1284	77
25	363	8
26	149	188
27	49	72
28	1901	145
29	1577	72
30	1672	125
31	1970	151
32	813	45
33	58	191
34	1534	149
35	1148	76
36	892	157
37	397	91
38	1028	101
39	1261	182
40	1959	165
41	674	151
42	1753	64
43	865	106
44	1412	77
45	1338	57
46	1367	42
47	36	179
48	1706	16
49	898	22
50	1386	161
51	1599	183
52	1266	193
53	869	120
54	284	187
55	1276	93
56	301	97
57	446	59
58	613	96
59	855	25
60	734	136
61	27	184
62	1054	38
63	224	161
64	595	76
65	773	35
66	424	4
67	1151	175
68	1507	137
69	1384	116
70	1197	8
71	262	32
72	1362	142
73	1756	90
74	1825	131
75	73	90
76	1110	57
77	1156	179
78	1723	77
79	1999	125
80	1165	199
81	1873	32
82	1011	85
83	1870	192
84	1454	125
85	101	162
86	1873	197
87	775	138
88	1609	67
89	854	196
90	1923	172
91	702	82
92	523	82
93	1803	8
94	476	190
95	1972	138
96	1916	112
97	263	49
98	1462	36
99	1785	54
