0	0.007595
1	0.007332
2	0.007299
3	0.007299
4	0.007299
5	0.007299
6	0.007299
7	0.007299
8	0.007299
9	0.007299
10	0.007299
11	0.007299
12	0.007299
13	0.007299
14	0.007299
15	0.007299
16	0.007299
17	0.007299
18	0.007299
19	0.007299
20	0.007299
21	0.007299
22	0.007299
23	0.007299
24	0.007299
25	0.007299
26	0.007299
27	0.007299
28	0.007299
29	0.007299
30	0.007299
31	0.007299
32	0.007299
33	0.007299
34	0.007299
35	0.007299
36	0.007299
37	0.007299
38	0.007299
39	0.007299
40	0.007299
41	0.007299
42	0.007299
43	0.007299
44	0.007299
45	0.007299
46	0.007299
47	0.007299
48	0.007299
49	0.007299
50	0.007299
51	0.007299
52	0.007299
53	0.007299
54	0.007299
55	0.007299
56	0.007299
57	0.007299
58	0.007299
59	0.007299
60	0.007299
61	0.007299
62	0.007299
63	0.007299
64	0.007299
65	0.007299
66	0.007299
67	0.007299
68	0.007299
69	0.007299
70	0.007299
71	0.007299
72	0.007299
73	0.007299
74	0.007299
75	0.007299
76	0.007299
77	0.007299
78	0.007299
79	0.007299
80	0.007299
81	0.007299
82	0.007299
83	0.007299
84	0.007299
85	0.007299
86	0.007299
87	0.007299
88	0.007299
89	0.007299
90	0.007299
91	0.007299
92	0.007299
93	0.007299
94	0.007299
95	0.007299
96	0.007299
97	0.007299
98	0.007299
99	0.007299
100	0.007299
101	0.007299
102	0.007299
103	0.007299
104	0.007299
105	0.007299
106	0.007299
107	0.007299
108	0.007299
109	0.007299
110	0.007299
111	0.007299
112	0.007299
113	0.007299
114	0.007299
115	0.007299
116	0.007299
117	0.007299
118	0.007299
119	0.007299
120	0.007299
121	0.007299
122	0.007299
123	0.007299
124	0.007299
125	0.007299
126	0.007299
127	0.007299
128	0.007299
129	0.007299
130	0.007299
131	0.007299
132	0.007299
133	0.007299
134	0.007299
135	0.007299
136	0.007299
137	0.007299
138	0.007299
139	0.007299
140	0.007299
141	0.007299
142	0.007299
143	0.007299
144	0.007299
145	0.007299
146	0.007299
147	0.007299
148	0.007299
149	0.007299
150	0.007299
151	0.007299
152	0.007299
153	0.007299
154	0.007299
155	0.007299
156	0.007299
157	0.007299
158	0.007299
159	0.007299
160	0.007299
161	0.007299
162	0.007299
163	0.007299
164	0.007299
165	0.007299
166	0.007299
167	0.007299
168	0.007299
169	0.007299
170	0.007299
171	0.007299
172	0.007299
173	0.007299
174	0.007299
175	0.007299
176	0.007299
177	0.007299
178	0.007299
179	0.007299
180	0.007299
181	0.007299
182	0.007299
183	0.007299
184	0.007299
185	0.007299
186	0.007299
187	0.007299
188	0.007299
189	0.007299
190	0.007299
191	0.007299
192	0.007299
193	0.007299
194	0.007299
195	0.007299
196	0.007299
197	0.007299
198	0.007299
199	0.007299
200	0.007299
201	0.007299
202	0.007299
203	0.007299
204	0.007299
205	0.007299
206	0.007299
207	0.007299
208	0.007299
209	0.007299
210	0.007299
211	0.007299
212	0.007299
213	0.007299
214	0.007299
215	0.007299
216	0.007299
217	0.007299
218	0.007299
219	0.007299
220	0.007299
221	0.007299
222	0.007299
223	0.007299
224	0.007299
225	0.007299
226	0.007299
227	0.007299
228	0.007299
229	0.007299
230	0.007299
231	0.007299
232	0.007299
233	0.007299
234	0.007299
235	0.007299
236	0.007299
237	0.007299
238	0.007299
239	0.007299
240	0.007299
241	0.007299
242	0.007299
243	0.007299
244	0.007299
245	0.007299
246	0.007299
247	0.007299
248	0.007299
249	0.007299
250	0.007299
251	0.007299
252	0.007299
253	0.007299
254	0.007299
255	0.007299
256	0.007299
257	0.007299
258	0.007299
259	0.007299
260	0.007299
261	0.007299
262	0.007299
263	0.007299
264	0.007299
265	0.007299
266	0.007299
267	0.007299
268	0.007299
269	0.007299
270	0.007299
271	0.007299
272	0.007299
273	0.007299
274	0.007299
275	0.007299
276	0.007299
277	0.007299
278	0.007299
279	0.007299
280	0.007299
281	0.007299
282	0.007299
283	0.007299
284	0.007299
285	0.007299
286	0.007299
