90
0	712	29
1	242	19
2	1698	111
3	480	35
4	979	171
5	1033	104
6	1150	124
7	1960	193
8	256	39
9	322	35
10	1051	4
11	36	147
12	1208	2
13	399	69
14	1735	198
15	1477	134
16	727	63
17	773	151
18	846	50
19	875	55
20	1836	196
21	345	170
22	1390	18
23	1706	194
24	533	85
25	1151	194
26	1151	137
27	845	78
28	1794	95
29	1214	74
30	639	179
31	33	21
32	1955	38
33	328	93
34	178	175
35	705	94
36	1411	186
37	1926	155
38	775	136
39	33	130
40	698	34
41	219	188
42	750	74
43	1882	109
44	355	160
45	1734	120
46	1449	76
47	1928	118
48	767	17
49	999	58
50	662	69
51	1298	37
52	757	155
53	959	68
54	399	190
55	762	74
56	459	183
57	280	150
58	1833	83
59	1882	116
60	371	108
61	733	28
62	685	195
63	1976	49
64	567	180
65	822	144
66	1858	169
67	658	67
68	201	179
69	1477	112
70	238	186
71	825	44
72	749	52
73	1013	46
74	19	193
75	430	180
76	1726	66
77	1930	68
78	1159	195
79	1173	150
80	1029	30
81	758	50
82	673	111
83	507	93
84	1028	25
85	1022	84
86	309	149
87	317	99
88	1575	194
89	1958	156
